Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,ASML,INTC,QQQ,SPY,ASML,INTC,QQQ,SPY,ASML,INTC,QQQ,SPY,ASML,INTC,QQQ,SPY,ASML,INTC,QQQ,SPY
Date,,,,,,,,,,,,,,,,,,,,
2024-01-12,699.919921875,46.49726486206055,404.575927734375,463.9132995605469,702.2064890583097,47.039995353979776,406.24536398225337,465.78189018349474,696.3870782441953,45.994006636825546,403.18308286889186,462.50215203979474,699.3213114642601,46.97092076942365,405.40570188156073,465.0422353972928,580500,27587900,39595000,58026400
2024-01-16,693.3252563476562,46.43806838989258,404.5364074707031,462.21014404296875,698.0357344326183,46.595953720102386,406.11694258110475,463.8451421871986,689.3998479606914,45.767054795430106,401.879140541304,460.39023221216354,694.7874613882841,46.35912384264608,403.3411407940105,462.53132242501596,913100,43720700,43903000,85014900
2024-01-17,698.9876708984375,45.45127868652344,402.2545471191406,459.6408996582031,699.8708518394653,45.80651781369869,402.6299276236626,460.12750840636863,683.0995781975737,45.04669734109243,398.0167749505994,457.28570024897624,692.7855185145368,45.80651781369869,401.22722485499827,459.183486246918,835100,33488000,54386000,68843900
2024-01-18,730.6461181640625,46.122291564941406,407.9642028808594,463.7283630371094,734.3163654867907,46.94132042959796,408.5470193930794,464.28310409945385,711.1662427635855,45.55982115169575,404.1808244553629,459.7673906749951,711.1662427635855,46.408456099754304,405.5242597758291,461.314802822399,2230400,46681300,59562500,91856200
2024-01-19,743.6980590820312,47.51365661621094,416.0545654296875,469.50927734375,745.3074309618432,48.115591764024586,416.21262197383425,469.79151871434675,730.8914264944962,45.82625291965619,409.58428580538646,463.7770421286305,734.5420274595779,46.37885337888682,410.1671023546881,464.8572992191645,1796100,55979800,70325100,110834500
2024-01-22,752.3829956054688,47.582733154296875,416.59783935546875,470.5019836425781,762.049349404447,48.520175090034456,419.5613313657799,472.22456782073624,751.2544766665065,47.01039653759373,415.9952469706817,469.8499148891261,752.1082481731128,48.2044044616061,418.2573876461551,471.0469830334159,1418600,45639500,44880600,75844900
2024-01-23,763.8746337890625,48.24387741088867,418.3265380859375,471.8741760253906,764.1493812156332,48.29321586647265,418.5438620366408,472.1174803762762,748.3201679151014,46.6946265669979,415.4519472523529,469.956966252641,751.7647231815558,47.48405314919019,417.28929780686303,471.0469649925702,1800700,37224100,33003800,49945300
2024-01-24,831.5093994140625,48.44123458862305,420.64788818359375,472.3899841308594,848.4671915136515,49.1122481188933,424.6189864613101,475.6794338281553,811.0874657397135,47.6320718781706,420.15397288705765,471.89363377790727,811.4407381008778,48.520175364034515,422.23831111446253,474.745153487513,7754300,49375800,46948000,81765000
2024-01-25,852.8734741210938,48.89515686035156,421.16162109375,474.9593505859375,866.8086855002788,49.63524501796823,423.81888806396256,475.2318503066767,846.8970136576409,48.32282397588851,418.820467179713,472.3900717475741,852.7949491843076,49.33921050777817,423.1471402830395,474.52139081678,3449500,84845100,44367200,72525000
2024-01-26,851.5681762695312,43.07312774658203,418.65252685546875,474.3559265136719,856.9165565124449,44.80986611742092,421.02331450792843,476.0201200569098,837.2993401165561,42.77708950325992,418.0005549754572,473.509232074134,847.4464859953148,43.5961221183612,419.274865020307,474.53109852869903,1614800,127665300,37137000,76641600
2024-01-29,866.1609497070312,43.260616302490234,422.9396667480469,478.11248779296875,866.946019375003,43.40863542733626,423.137244927174,478.258494159002,849.0658136067689,42.24422985568122,418.4549073684011,474.12232032676826,851.4014362994437,43.1323333119092,419.1068791840833,474.66731967923187,1034500,51790900,38694700,61322800
2024-01-30,851.8430786132812,42.35277557373047,420.1243896484375,477.74267578125,861.3621459148372,43.24088284930683,422.47543156579263,478.45310543351826,846.5241071897533,42.32317325263891,419.21560227550077,476.9835377414516,857.7507774317087,43.09286371528312,421.9025030173065,477.4214974259143,895600,47958800,36739000,58618400
