date,ticker,ret,abs_ret,rolling_volatility,threshold,is_extreme
2021-04-30,AAPL,-0.0151332714888239,0.0151332714888239,0.013897412119757905,3.0,False
2021-04-30,AMD,-0.0272911549944482,0.0272911549944482,0.026898494055896217,3.0,False
2021-04-30,ASML,-0.0217064264595351,0.0217064264595351,0.021000083049084715,3.0,False
2021-04-30,INTC,-0.0128685893733762,0.0128685893733762,0.02028050463230755,3.0,False
2021-04-30,META,-0.0134443018181492,0.0134443018181492,0.02124730957321672,3.0,False
2021-04-30,MSFT,-0.0013068862153327,0.0013068862153327,0.0125022231270386,3.0,False
2021-04-30,NVDA,-0.0205714525996574,0.0205714525996574,0.02583438233925906,3.0,False
2021-04-30,ORCL,-0.0010544593140704,0.0010544593140704,0.014124594911572808,3.0,False
2021-05-03,AAPL,0.0082153241830902,0.0082153241830902,0.013128095690698302,3.0,False
2021-05-03,AMD,-0.0376133250614572,0.0376133250614572,0.028202884759430228,3.0,False
2021-05-03,ASML,0.0126889056199939,0.0126889056199939,0.021142875269868088,3.0,False
2021-05-03,INTC,-0.0046934005147379,0.0046934005147379,0.018395438026043515,3.0,False
2021-05-03,META,-0.0076904015874686,0.0076904015874686,0.02018980546108279,3.0,False
2021-05-03,MSFT,-0.0012689034607158,0.0012689034607158,0.010954983838620173,3.0,False
2021-05-03,NVDA,-0.0115091179831419,0.0115091179831419,0.025995159789766218,3.0,False
2021-05-03,ORCL,0.0203193151725089,0.0203193151725089,0.01296590631415687,3.0,False
2021-05-04,AAPL,-0.0353855066363762,0.0353855066363762,0.01564405186630124,3.0,False
2021-05-04,AMD,0.0007638135743193,0.0007638135743193,0.028205097808070144,3.0,False
2021-05-04,ASML,-0.0388581757827458,0.0388581757827458,0.0225478711933554,3.0,False
2021-05-04,INTC,-0.0062870835343705,0.0062870835343705,0.01831313921409357,3.0,False
2021-05-04,META,-0.0130821929106196,0.0130821929106196,0.0203427086052591,3.0,False
2021-05-04,MSFT,-0.0161598003428714,0.0161598003428714,0.011528593987913503,3.0,False
2021-05-04,NVDA,-0.0327229397921131,0.0327229397921131,0.027101926657315957,3.0,False
2021-05-04,ORCL,0.0155178704232266,0.0155178704232266,0.013302608747951111,3.0,False
2021-05-05,AAPL,0.0019554762016293,0.0019554762016293,0.015364704274104317,3.0,False
2021-05-05,AMD,-0.0099223861244209,0.0099223861244209,0.028148382057189718,3.0,False
2021-05-05,ASML,0.0204768907267058,0.0204768907267058,0.022972284809424242,3.0,False
2021-05-05,INTC,-0.0008787962216627,0.0008787962216627,0.017915384954770505,3.0,False
2021-05-05,META,-0.010491178886715,0.010491178886715,0.019949078051299463,3.0,False
2021-05-05,MSFT,-0.0053270596117473,0.0053270596117473,0.011420309573488946,3.0,False
2021-05-05,NVDA,0.0074730807539742,0.0074730807539742,0.026796577185040162,3.0,False
2021-05-05,ORCL,0.0084044781913759,0.0084044781913759,0.013286487084197373,3.0,False
2021-05-06,AAPL,0.0128024926737571,0.0128024926737571,0.015008345084376528,3.0,False
2021-05-06,AMD,0.0007708795732008,0.0007708795732008,0.027898501016235557,3.0,False
2021-05-06,ASML,0.0038327179035202,0.0038327179035202,0.022513328381750238,3.0,False
